circuit_depth,gate_count,error_tolerance,job_type,priority_level,max_wait_time,backend_name,queue,success_rate,wait_time,status,avg_error,avg_noise,ai_confidence,processor_desc,suitability
20,1856,0.0281,Grover,High,367,ibm_torino,267,0.93,197.18,Online,0.001168,0.020102,0.912,Heron r1,0.542
166,166,0.0164,QAOA,Medium,204,ibm_marrakesh,339,0.83,375.72,Online,0.000992,0.003215,0.944,Heron r2,0.666
68,1616,0.0169,QuantumFourier,Medium,142,ibm_torino,59,0.848,44.56,Online,0.001195,0.020073,0.886,Heron r1,0.735
96,683,0.0124,Grover,High,157,ibm_torino,79,0.979,140.64,Online,0.001177,0.020784,0.75,Heron r1,0.819
112,245,0.0152,Grover,Medium,195,ibm_marrakesh,54,0.874,35.53,Online,0.000986,0.003222,0.913,Heron r2,0.762
91,645,0.006,Grover,High,463,ibm_torino,357,0.922,686.82,Online,0.001154,0.020141,0.973,Heron r1,0.827
74,316,0.0129,BellState,Medium,103,ibm_fez,163,0.886,304.14,Online,0.001292,0.004741,0.914,Heron r2,0.774
113,1625,0.0049,BellState,High,484,ibm_brisbane,145,0.821,133.66,Online,0.0007,0.003136,0.713,Eagle r3,0.869
70,1203,0.0191,BellState,Medium,153,ibm_brisbane,136,0.909,230.55,Online,0.000708,0.002968,0.856,Eagle r3,0.69
66,1404,0.0184,QAOA,Medium,170,ibm_torino,53,0.944,35.95,Online,0.001146,0.020407,0.929,Heron r1,0.734
139,1184,0.0306,VQE,Medium,507,ibm_brisbane,85,0.852,62.91,Online,0.000718,0.002879,0.91,Eagle r3,0.531
161,1580,0.0324,Grover,Medium,50,ibm_pittsburgh,146,0.784,256.07,Online,0.000779,0.004387,0.832,Heron r3,0.478
83,1620,0.0392,QuantumFourier,High,201,ibm_brisbane,147,0.795,136.82,Online,0.00069,0.002984,0.956,Eagle r3,0.383
116,1088,0.0154,QAOA,Low,254,ibm_brisbane,390,0.825,581.49,Online,0.000709,0.003088,0.731,Eagle r3,0.662
149,881,0.026,VQE,High,325,ibm_fez,237,0.835,444.98,Online,0.001271,0.004667,0.742,Heron r2,0.562
88,762,0.0096,QAOA,High,534,ibm_torino,200,0.918,392.47,Online,0.001237,0.02045,0.971,Heron r1,0.817
185,1464,0.0049,Grover,Medium,333,ibm_torino,308,0.889,315.13,Online,0.001205,0.019312,0.953,Heron r1,0.849
162,1409,0.012,Grover,High,39,ibm_brisbane,364,0.805,256.11,Online,0.000734,0.002906,0.913,Eagle r3,0.712
49,1336,0.0296,Grover,Medium,250,ibm_torino,233,0.918,318.84,Online,0.001181,0.020135,0.758,Heron r1,0.527
33,328,0.0303,Grover,Low,485,ibm_fez,231,0.895,261.93,Online,0.00129,0.004378,0.866,Heron r2,0.515
130,1123,0.0361,VQE,Low,512,ibm_pittsburgh,323,0.85,307.04,Online,0.000749,0.004586,0.724,Heron r3,0.394
101,203,0.0449,BellState,Low,455,ibm_fez,101,0.847,94.37,Online,0.001289,0.004767,0.85,Heron r2,0.334
117,1505,0.0494,BellState,High,181,ibm_pittsburgh,49,0.883,88.23,Online,0.000798,0.004594,0.827,Heron r3,0.284
108,1956,0.0126,BellState,Low,293,ibm_kingston,294,0.918,252.86,Online,0.00097,0.003879,0.773,Heron r2,0.747
93,1876,0.0034,BellState,Low,339,ibm_kingston,296,0.795,481.47,Online,0.000933,0.003826,0.807,Heron r2,0.85
95,1779,0.0297,BellState,High,230,ibm_brisbane,5,0.755,3.11,Online,0.000725,0.002922,0.921,Eagle r3,0.544
63,1449,0.0118,BellState,Medium,575,ibm_marrakesh,42,0.818,61.85,Online,0.000927,0.003268,0.975,Heron r2,0.801
23,1143,0.0091,Grover,High,486,ibm_kingston,172,0.804,162.24,Online,0.00096,0.00378,0.704,Heron r2,0.804
171,275,0.0269,VQE,High,453,ibm_brisbane,338,0.782,653.01,Online,0.00068,0.002947,0.812,Eagle r3,0.505
93,507,0.0083,QAOA,High,100,ibm_marrakesh,148,0.914,149.48,Online,0.00095,0.003081,0.919,Heron r2,0.843
52,585,0.0336,VQE,High,405,ibm_torino,196,0.82,98.64,Online,0.001214,0.01958,0.76,Heron r1,0.462
39,1220,0.0403,VQE,High,548,ibm_pittsburgh,91,0.83,62.79,Online,0.000785,0.004504,0.798,Heron r3,0.39
96,1642,0.0313,Grover,Low,42,ibm_torino,188,0.88,373.23,Online,0.001211,0.020636,0.775,Heron r1,0.508
165,1279,0.0262,BellState,Medium,497,ibm_pittsburgh,340,0.823,546.33,Online,0.000804,0.004809,0.84,Heron r3,0.524
127,963,0.026,Grover,Medium,304,ibm_pittsburgh,277,0.828,533.03,Online,0.000781,0.004409,0.731,Heron r3,0.543
40,1992,0.0297,QAOA,Medium,382,ibm_pittsburgh,234,0.832,315.95,Online,0.000773,0.004705,0.811,Heron r3,0.503
29,845,0.0463,BellState,Medium,549,ibm_torino,338,0.952,285.93,Online,0.001189,0.020485,0.72,Heron r1,0.274
171,580,0.0248,VQE,Medium,596,ibm_fez,135,0.801,268.46,Online,0.001312,0.004689,0.807,Heron r2,0.598
42,1451,0.0048,Grover,Low,448,ibm_marrakesh,336,0.762,402.33,Online,0.000927,0.003144,0.903,Heron r2,0.814
81,794,0.0339,VQE,Low,465,ibm_marrakesh,330,0.825,610.41,Online,0.000941,0.003348,0.986,Heron r2,0.421
48,955,0.0269,QuantumFourier,Medium,572,ibm_torino,70,0.947,54.58,Online,0.001235,0.020084,0.954,Heron r1,0.613
12,193,0.0436,Grover,High,554,ibm_kingston,197,0.768,300.58,Online,0.000957,0.0036,0.805,Heron r2,0.307
23,869,0.0358,QAOA,Low,393,ibm_kingston,238,0.846,373.01,Online,0.001029,0.003778,0.903,Heron r2,0.423
179,1096,0.0401,QAOA,Medium,115,ibm_pittsburgh,215,0.821,407.04,Online,0.000796,0.004505,0.816,Heron r3,0.36
11,1849,0.0485,Grover,Low,579,ibm_marrakesh,94,0.875,60.38,Online,0.000909,0.003173,0.947,Heron r2,0.285
60,1140,0.0035,QAOA,Medium,267,ibm_torino,332,0.953,573.23,Online,0.001188,0.019518,0.958,Heron r1,0.875
176,820,0.0411,Grover,Medium,101,ibm_torino,25,0.963,28.91,Online,0.001225,0.019719,0.896,Heron r1,0.428
167,168,0.0152,VQE,Low,296,ibm_pittsburgh,68,0.784,39.09,Online,0.000786,0.004667,0.856,Heron r3,0.738
73,1073,0.0044,Grover,Low,574,ibm_brisbane,7,0.856,8.66,Online,0.000725,0.002903,0.82,Eagle r3,0.918
41,268,0.0013,Grover,High,39,ibm_brisbane,346,0.893,540.53,Online,0.000702,0.002864,0.718,Eagle r3,0.884
169,1460,0.0313,Grover,High,517,ibm_brisbane,131,0.916,79.52,Online,0.000717,0.003124,0.725,Eagle r3,0.522
66,843,0.0057,QAOA,Low,201,ibm_torino,104,0.964,97.53,Online,0.001207,0.019479,0.917,Heron r1,0.904
28,1008,0.01,QuantumFourier,High,416,ibm_torino,85,0.917,75.74,Online,0.001214,0.020339,0.833,Heron r1,0.839
86,1252,0.0382,Grover,Medium,30,ibm_marrakesh,366,0.797,210.44,Online,0.000948,0.003233,0.88,Heron r2,0.346
50,1428,0.0398,VQE,High,203,ibm_kingston,291,0.804,539.22,Online,0.000949,0.003652,0.832,Heron r2,0.344
111,268,0.0499,VQE,Medium,590,ibm_kingston,346,0.98,537.67,Online,0.000973,0.003827,0.826,Heron r2,0.225
52,1958,0.0498,QAOA,Low,347,ibm_fez,215,0.924,259.35,Online,0.001261,0.004429,0.786,Heron r2,0.252
66,283,0.0448,QAOA,Low,359,ibm_marrakesh,309,0.829,313.66,Online,0.000955,0.00327,0.887,Heron r2,0.275
172,499,0.0198,QuantumFourier,Low,175,ibm_pittsburgh,366,0.881,447.51,Online,0.000762,0.004405,0.939,Heron r3,0.618
129,277,0.0326,QAOA,High,447,ibm_fez,41,0.954,59.5,Online,0.001251,0.004599,0.748,Heron r2,0.542
178,161,0.0255,QuantumFourier,Medium,88,ibm_fez,141,0.777,249.7,Online,0.001269,0.004531,0.98,Heron r2,0.581
71,1958,0.0051,Grover,High,527,ibm_fez,388,0.76,348.06,Online,0.001268,0.004546,0.804,Heron r2,0.801
49,1575,0.0374,VQE,Medium,524,ibm_pittsburgh,390,0.915,320.78,Online,0.000768,0.004449,0.932,Heron r3,0.373
181,1117,0.0278,VQE,Medium,113,ibm_fez,72,0.916,135.19,Online,0.001348,0.004673,0.714,Heron r2,0.595
17,1595,0.0242,QAOA,High,539,ibm_kingston,323,0.781,552.73,Online,0.000965,0.003599,0.873,Heron r2,0.55
185,559,0.0259,BellState,High,499,ibm_pittsburgh,374,0.886,327.51,Online,0.000779,0.004787,0.984,Heron r3,0.532
155,1954,0.0324,QAOA,Medium,408,ibm_kingston,379,0.771,654.06,Online,0.001028,0.003816,0.784,Heron r2,0.42
43,1023,0.0225,Grover,Medium,299,ibm_fez,268,0.926,224.48,Online,0.001349,0.004643,0.877,Heron r2,0.622
187,1338,0.0418,VQE,High,68,ibm_pittsburgh,258,0.952,229.22,Online,0.000815,0.004465,0.757,Heron r3,0.352
175,569,0.014,QAOA,Medium,415,ibm_kingston,364,0.975,671.45,Online,0.001014,0.003828,0.977,Heron r2,0.722
136,554,0.0119,QAOA,Low,305,ibm_pittsburgh,116,0.906,222.55,Online,0.000756,0.00451,0.787,Heron r3,0.796
189,1272,0.0145,QuantumFourier,High,436,ibm_marrakesh,68,0.82,126.6,Online,0.000948,0.00309,0.758,Heron r2,0.757
137,545,0.048,VQE,Low,354,ibm_marrakesh,199,0.753,290.83,Online,0.000977,0.003056,0.868,Heron r2,0.243
12,1465,0.0357,QuantumFourier,Medium,599,ibm_brisbane,188,0.878,307.8,Online,0.000708,0.002908,0.734,Eagle r3,0.439
72,943,0.0476,BellState,High,197,ibm_pittsburgh,396,0.761,532.31,Online,0.000761,0.004687,0.712,Heron r3,0.197
166,1868,0.0258,Grover,Low,152,ibm_marrakesh,136,0.9,258.17,Online,0.000994,0.003322,0.792,Heron r2,0.599
85,326,0.0376,BellState,Medium,169,ibm_torino,166,0.824,305.37,Online,0.001221,0.020771,0.831,Heron r1,0.414
32,1325,0.0296,Grover,Medium,539,ibm_kingston,282,0.762,390.57,Online,0.000958,0.003881,0.936,Heron r2,0.481
69,1412,0.0169,BellState,Low,203,ibm_marrakesh,242,0.857,242.84,Online,0.000905,0.003209,0.843,Heron r2,0.687
181,593,0.0269,BellState,High,295,ibm_brisbane,174,0.797,287.28,Online,0.000677,0.002909,0.973,Eagle r3,0.549
51,443,0.034,QAOA,High,365,ibm_brisbane,9,0.923,9.58,Online,0.00068,0.002963,0.919,Eagle r3,0.516
64,210,0.0371,VQE,High,425,ibm_torino,50,0.897,66.65,Online,0.001239,0.020978,0.953,Heron r1,0.465
50,1341,0.0474,QuantumFourier,Low,397,ibm_marrakesh,90,0.829,139.7,Online,0.000958,0.003222,0.962,Heron r2,0.293
10,1247,0.0202,Grover,Low,562,ibm_brisbane,334,0.857,296.26,Online,0.000727,0.003102,0.939,Eagle r3,0.615
85,1643,0.0268,QuantumFourier,Low,34,ibm_fez,256,0.96,309.16,Online,0.001294,0.004821,0.919,Heron r2,0.571
80,248,0.0094,QAOA,Low,64,ibm_marrakesh,365,0.873,587.92,Online,0.00093,0.00305,0.898,Heron r2,0.765
166,608,0.0087,Grover,Low,460,ibm_kingston,172,0.907,177.8,Online,0.000967,0.003538,0.98,Heron r2,0.83
102,833,0.0045,VQE,Medium,481,ibm_fez,31,0.898,27.82,Online,0.001236,0.004589,0.827,Heron r2,0.926
122,1624,0.0443,BellState,High,293,ibm_kingston,205,0.897,241.87,Online,0.000982,0.003653,0.954,Heron r2,0.322
156,595,0.027,VQE,High,489,ibm_kingston,386,0.873,561.33,Online,0.000954,0.00384,0.917,Heron r2,0.513
109,1234,0.0337,BellState,Low,186,ibm_kingston,26,0.764,38.0,Online,0.000935,0.003684,0.728,Heron r2,0.488
21,1663,0.0071,BellState,Low,104,ibm_marrakesh,78,0.972,46.1,Online,0.00098,0.003287,0.862,Heron r2,0.889
119,347,0.0473,QAOA,Low,229,ibm_brisbane,93,0.89,65.65,Online,0.000708,0.002902,0.721,Eagle r3,0.302
196,287,0.0215,VQE,High,31,ibm_brisbane,59,0.901,100.46,Online,0.00071,0.002925,0.984,Eagle r3,0.674
69,1773,0.0169,VQE,Medium,65,ibm_kingston,117,0.931,115.88,Online,0.000962,0.003696,0.906,Heron r2,0.734
123,458,0.017,VQE,Medium,506,ibm_torino,167,0.88,123.77,Online,0.001234,0.020091,0.835,Heron r1,0.714
79,1417,0.017,QAOA,Low,174,ibm_brisbane,72,0.976,77.78,Online,0.000729,0.003112,0.801,Eagle r3,0.749
18,1165,0.04,VQE,High,412,ibm_marrakesh,206,0.955,163.64,Online,0.000994,0.003222,0.943,Heron r2,0.393
72,1054,0.0264,QAOA,Medium,571,ibm_fez,280,0.778,216.79,Online,0.001351,0.004674,0.982,Heron r2,0.535
53,300,0.0454,VQE,Low,469,ibm_fez,198,0.974,109.13,Online,0.001288,0.004618,0.89,Heron r2,0.328
72,1166,0.0224,Grover,Low,136,ibm_fez,258,0.801,430.39,Online,0.00136,0.004457,0.815,Heron r2,0.601
141,1793,0.0327,BellState,High,249,ibm_fez,39,0.812,77.52,Online,0.001239,0.00457,0.834,Heron r2,0.512
67,1982,0.0316,BellState,Low,257,ibm_brisbane,169,0.883,139.94,Online,0.000709,0.003084,0.87,Eagle r3,0.502
74,183,0.0449,VQE,Medium,565,ibm_marrakesh,250,0.846,449.78,Online,0.000932,0.003354,0.955,Heron r2,0.291
37,772,0.0154,BellState,Low,77,ibm_torino,45,0.921,31.07,Online,0.00124,0.020757,0.807,Heron r1,0.775
166,1961,0.0016,VQE,High,433,ibm_fez,235,0.856,445.25,Online,0.001327,0.004517,0.811,Heron r2,0.909
116,255,0.0083,VQE,Low,561,ibm_fez,202,0.825,222.02,Online,0.001343,0.004824,0.939,Heron r2,0.817
103,218,0.0022,QAOA,High,179,ibm_marrakesh,169,0.936,322.37,Online,0.000988,0.003326,0.976,Heron r2,0.928
170,1666,0.036,Grover,Low,91,ibm_marrakesh,34,0.752,46.32,Online,0.00095,0.003279,0.748,Heron r2,0.451
178,1185,0.0454,QuantumFourier,Low,43,ibm_pittsburgh,163,0.953,138.29,Online,0.00075,0.00477,0.795,Heron r3,0.325
80,1341,0.013,Grover,High,276,ibm_brisbane,395,0.856,740.77,Online,0.000725,0.003039,0.989,Eagle r3,0.701
128,1235,0.0311,Grover,High,298,ibm_pittsburgh,113,0.921,101.0,Online,0.000787,0.004761,0.984,Heron r3,0.532
173,476,0.006,Grover,Medium,147,ibm_fez,143,0.793,125.84,Online,0.001241,0.004665,0.754,Heron r2,0.856
44,1982,0.0106,Grover,High,351,ibm_brisbane,76,0.859,139.2,Online,0.000728,0.003139,0.709,Eagle r3,0.815
77,168,0.0111,QuantumFourier,Low,221,ibm_brisbane,125,0.763,208.6,Online,0.000678,0.003064,0.806,Eagle r3,0.775
51,1530,0.0482,QuantumFourier,High,502,ibm_pittsburgh,87,0.779,139.74,Online,0.000763,0.004444,0.849,Heron r3,0.27
187,845,0.0369,QuantumFourier,Low,37,ibm_pittsburgh,340,0.905,217.89,Online,0.000809,0.004451,0.829,Heron r3,0.391
17,712,0.0018,QuantumFourier,High,289,ibm_brisbane,306,0.852,181.16,Online,0.00073,0.002933,0.78,Eagle r3,0.879
168,191,0.0339,QuantumFourier,High,221,ibm_pittsburgh,76,0.771,105.84,Online,0.000748,0.004811,0.876,Heron r3,0.471
84,1731,0.0137,Grover,Medium,471,ibm_marrakesh,222,0.788,189.95,Online,0.000919,0.003242,0.822,Heron r2,0.723
109,994,0.0217,QuantumFourier,Low,82,ibm_marrakesh,60,0.907,116.78,Online,0.000982,0.003251,0.924,Heron r2,0.676
156,1662,0.0422,VQE,Low,351,ibm_brisbane,116,0.879,220.33,Online,0.000728,0.003098,0.784,Eagle r3,0.366
145,861,0.018,QuantumFourier,Low,77,ibm_fez,99,0.94,103.87,Online,0.001265,0.004565,0.79,Heron r2,0.729
163,1645,0.0377,QuantumFourier,High,186,ibm_pittsburgh,260,0.762,158.69,Online,0.000782,0.004653,0.972,Heron r3,0.371
129,778,0.0309,VQE,Low,41,ibm_marrakesh,196,0.766,261.85,Online,0.000956,0.003254,0.764,Heron r2,0.485
51,731,0.0144,QuantumFourier,High,62,ibm_pittsburgh,275,0.758,522.57,Online,0.000797,0.004813,0.923,Heron r3,0.692
15,1991,0.0038,BellState,Low,447,ibm_marrakesh,376,0.966,417.86,Online,0.000945,0.00335,0.982,Heron r2,0.859
73,1373,0.0358,VQE,Medium,511,ibm_fez,81,0.923,49.83,Online,0.00127,0.004791,0.921,Heron r2,0.481
149,1211,0.0333,QuantumFourier,Low,521,ibm_kingston,335,0.813,274.59,Online,0.00096,0.003556,0.758,Heron r2,0.426
167,1441,0.0223,VQE,Medium,212,ibm_fez,84,0.779,53.95,Online,0.001261,0.004481,0.752,Heron r2,0.64
34,619,0.0344,QAOA,Medium,316,ibm_brisbane,235,0.874,154.61,Online,0.000722,0.003115,0.908,Eagle r3,0.445
46,1544,0.0179,QAOA,Low,464,ibm_fez,319,0.751,459.78,Online,0.001273,0.00447,0.81,Heron r2,0.638
27,1227,0.0286,QAOA,Medium,443,ibm_fez,83,0.907,126.11,Online,0.001347,0.004407,0.874,Heron r2,0.579
80,531,0.0063,Grover,Medium,163,ibm_kingston,65,0.962,104.06,Online,0.000966,0.003572,0.773,Heron r2,0.901
114,853,0.0094,Grover,Medium,572,ibm_pittsburgh,234,0.828,346.99,Online,0.000774,0.004437,0.794,Heron r3,0.786
13,594,0.0225,QuantumFourier,High,80,ibm_kingston,260,0.808,156.2,Online,0.000984,0.003738,0.757,Heron r2,0.595
52,353,0.0305,VQE,Medium,496,ibm_pittsburgh,286,0.93,169.32,Online,0.000746,0.004828,0.833,Heron r3,0.498
89,767,0.0413,BellState,Medium,428,ibm_torino,258,0.905,321.09,Online,0.001215,0.020622,0.737,Heron r1,0.355
107,1138,0.0233,Grover,Medium,512,ibm_marrakesh,19,0.895,20.85,Online,0.000942,0.003098,0.882,Heron r2,0.661
190,1038,0.0309,QAOA,High,307,ibm_brisbane,107,0.934,179.23,Online,0.000688,0.003042,0.856,Eagle r3,0.537
199,604,0.0194,Grover,High,398,ibm_pittsburgh,311,0.85,401.98,Online,0.000817,0.004626,0.933,Heron r3,0.632
53,446,0.0235,QAOA,Medium,71,ibm_fez,315,0.861,525.47,Online,0.001336,0.004412,0.722,Heron r2,0.583
119,186,0.0428,Grover,Medium,370,ibm_brisbane,144,0.924,153.2,Online,0.000719,0.002869,0.917,Eagle r3,0.36
197,1256,0.012,VQE,Low,380,ibm_torino,81,0.802,68.04,Online,0.001207,0.020599,0.955,Heron r1,0.789
73,1127,0.0032,QuantumFourier,Low,301,ibm_kingston,282,0.82,400.27,Online,0.001019,0.003567,0.915,Heron r2,0.863
50,1363,0.0073,Grover,Low,100,ibm_torino,339,0.857,544.18,Online,0.001203,0.01911,0.711,Heron r1,0.801
131,203,0.0062,Grover,Medium,584,ibm_torino,302,0.979,532.22,Online,0.001217,0.020841,0.906,Heron r1,0.851
137,630,0.0237,BellState,High,554,ibm_fez,219,0.867,166.95,Online,0.001316,0.004486,0.833,Heron r2,0.605
14,877,0.032,QAOA,Low,180,ibm_torino,6,0.923,10.26,Online,0.001234,0.019401,0.714,Heron r1,0.552
66,1691,0.0353,BellState,Low,455,ibm_marrakesh,17,0.881,17.31,Online,0.00092,0.003305,0.935,Heron r2,0.491
152,1832,0.0041,QAOA,Low,84,ibm_kingston,362,0.871,393.87,Online,0.000989,0.003877,0.803,Heron r2,0.84
58,1927,0.0311,Grover,Medium,198,ibm_pittsburgh,216,0.76,279.82,Online,0.000803,0.004505,0.981,Heron r3,0.474
178,1913,0.0275,QAOA,High,457,ibm_pittsburgh,0,0.886,0.0,Online,0.000776,0.004801,0.832,Heron r3,0.603
71,921,0.0134,QAOA,Medium,399,ibm_torino,140,0.978,168.9,Online,0.001255,0.020824,0.803,Heron r1,0.791
27,162,0.0208,QAOA,High,186,ibm_fez,56,0.944,53.75,Online,0.001346,0.004504,0.897,Heron r2,0.702
12,1063,0.0265,BellState,Low,330,ibm_torino,286,0.945,214.54,Online,0.001231,0.020317,0.867,Heron r1,0.564
185,287,0.0431,QAOA,High,338,ibm_marrakesh,94,0.937,159.72,Online,0.000984,0.00319,0.838,Heron r2,0.374
144,1637,0.0274,QuantumFourier,Low,214,ibm_fez,124,0.771,245.78,Online,0.001357,0.004422,0.822,Heron r2,0.559
71,1209,0.0296,Grover,High,230,ibm_brisbane,200,0.772,255.86,Online,0.000674,0.003132,0.926,Eagle r3,0.499
60,463,0.04,Grover,Medium,428,ibm_torino,143,0.933,152.63,Online,0.001153,0.020597,0.905,Heron r1,0.407
172,264,0.0165,Grover,Medium,83,ibm_torino,318,0.976,429.48,Online,0.00116,0.019118,0.955,Heron r1,0.701
67,1377,0.0086,Grover,High,64,ibm_pittsburgh,74,0.851,83.44,Online,0.000801,0.004386,0.884,Heron r3,0.843
64,138,0.0198,QAOA,Medium,291,ibm_marrakesh,183,0.782,150.39,Online,0.000971,0.003303,0.944,Heron r2,0.647
149,1438,0.0102,BellState,High,352,ibm_brisbane,286,0.795,307.38,Online,0.000685,0.002888,0.832,Eagle r3,0.754
35,459,0.0404,QAOA,Medium,282,ibm_marrakesh,99,0.909,120.0,Online,0.000913,0.003348,0.702,Heron r2,0.404
22,1263,0.0451,Grover,Medium,305,ibm_kingston,30,0.763,58.9,Online,0.000975,0.003657,0.74,Heron r2,0.327
97,1849,0.0357,QuantumFourier,Medium,457,ibm_marrakesh,64,0.826,83.11,Online,0.000937,0.003333,0.972,Heron r2,0.463
74,1851,0.0034,QuantumFourier,High,319,ibm_fez,396,0.968,466.21,Online,0.001238,0.004595,0.772,Heron r2,0.864
135,1257,0.0467,BellState,Low,500,ibm_brisbane,344,0.769,401.07,Online,0.00067,0.003132,0.774,Eagle r3,0.223
22,1009,0.037,VQE,Medium,264,ibm_fez,121,0.792,204.95,Online,0.001243,0.004626,0.801,Heron r2,0.428
100,594,0.0104,QuantumFourier,High,196,ibm_torino,306,0.932,247.72,Online,0.001198,0.019322,0.958,Heron r1,0.781
141,847,0.0341,Grover,Medium,247,ibm_brisbane,132,0.943,68.12,Online,0.000718,0.003011,0.939,Eagle r3,0.488
134,1353,0.0049,BellState,Medium,122,ibm_fez,291,0.808,218.57,Online,0.001238,0.004391,0.755,Heron r2,0.838
54,1116,0.009,VQE,Medium,564,ibm_kingston,140,0.871,117.4,Online,0.000978,0.003722,0.737,Heron r2,0.827
128,1275,0.005,Grover,High,260,ibm_kingston,350,0.761,696.89,Online,0.001013,0.003755,0.902,Heron r2,0.809
151,1311,0.0109,VQE,Low,540,ibm_pittsburgh,114,0.774,70.12,Online,0.000789,0.004496,0.844,Heron r3,0.785
72,194,0.0235,VQE,Medium,214,ibm_fez,36,0.878,37.63,Online,0.001285,0.004486,0.969,Heron r2,0.656
145,1270,0.0218,QuantumFourier,High,257,ibm_marrakesh,133,0.92,130.48,Online,0.00098,0.003284,0.911,Heron r2,0.659
97,222,0.0134,QAOA,High,507,ibm_fez,73,0.762,103.49,Online,0.001267,0.004678,0.958,Heron r2,0.764
127,1031,0.0301,VQE,Low,310,ibm_kingston,18,0.794,15.18,Online,0.000997,0.003531,0.851,Heron r2,0.547
133,1381,0.0172,Grover,Low,118,ibm_torino,138,0.961,211.15,Online,0.001214,0.019237,0.919,Heron r1,0.734
133,1130,0.0049,QAOA,High,504,ibm_torino,222,0.905,230.64,Online,0.001157,0.020969,0.94,Heron r1,0.873
157,1617,0.0369,QuantumFourier,Low,106,ibm_kingston,279,0.892,517.62,Online,0.000947,0.003848,0.948,Heron r2,0.405
50,606,0.0068,QAOA,Medium,549,ibm_torino,77,0.905,100.33,Online,0.001141,0.020935,0.746,Heron r1,0.883
126,400,0.0457,VQE,High,456,ibm_fez,115,0.832,136.93,Online,0.001291,0.00479,0.937,Heron r2,0.316
116,324,0.0343,BellState,High,166,ibm_kingston,225,0.845,326.98,Online,0.000992,0.00386,0.714,Heron r2,0.446
117,1532,0.0205,QuantumFourier,Medium,359,ibm_fez,382,0.778,670.5,Online,0.001236,0.004644,0.803,Heron r2,0.59
158,1227,0.0073,VQE,Medium,425,ibm_pittsburgh,399,0.943,739.77,Online,0.000751,0.004744,0.737,Heron r3,0.797
138,1326,0.0387,BellState,High,228,ibm_torino,254,0.869,401.38,Online,0.001198,0.019967,0.911,Heron r1,0.385
100,216,0.0337,QAOA,Medium,402,ibm_marrakesh,309,0.964,262.23,Online,0.000945,0.003086,0.882,Heron r2,0.457
165,1524,0.0249,QuantumFourier,Low,245,ibm_brisbane,30,0.781,50.64,Online,0.000731,0.003082,0.807,Eagle r3,0.61
71,1330,0.012,VQE,High,77,ibm_pittsburgh,136,0.797,121.74,Online,0.000812,0.004791,0.777,Heron r3,0.769
63,913,0.0064,QAOA,Medium,407,ibm_fez,86,0.919,93.04,Online,0.001254,0.004714,0.799,Heron r2,0.89
162,982,0.0253,BellState,Low,228,ibm_marrakesh,32,0.944,53.42,Online,0.000983,0.003274,0.899,Heron r2,0.64
149,950,0.0485,VQE,High,103,ibm_kingston,73,0.9,122.97,Online,0.000983,0.003792,0.752,Heron r2,0.297
196,1317,0.0314,BellState,High,231,ibm_torino,106,0.947,67.39,Online,0.001141,0.020682,0.945,Heron r1,0.539
164,421,0.0361,QAOA,High,553,ibm_torino,25,0.892,42.68,Online,0.001175,0.020654,0.766,Heron r1,0.483
83,1395,0.0113,BellState,High,57,ibm_brisbane,36,0.887,55.01,Online,0.000694,0.002952,0.784,Eagle r3,0.82
147,1536,0.0266,Grover,High,478,ibm_pittsburgh,20,0.895,14.67,Online,0.000808,0.004803,0.913,Heron r3,0.613
146,946,0.0393,Grover,High,206,ibm_brisbane,67,0.851,66.31,Online,0.000706,0.002873,0.971,Eagle r3,0.413
131,276,0.0405,Grover,High,56,ibm_kingston,63,0.783,102.36,Online,0.001015,0.003825,0.729,Heron r2,0.388
107,927,0.0014,VQE,High,565,ibm_marrakesh,395,0.784,733.06,Online,0.000957,0.003341,0.918,Heron r2,0.852
170,174,0.0134,Grover,High,527,ibm_kingston,366,0.973,507.56,Online,0.001015,0.003775,0.745,Heron r2,0.73
109,1386,0.0409,VQE,High,500,ibm_brisbane,294,0.906,391.24,Online,0.000702,0.003103,0.9,Eagle r3,0.345
84,656,0.0434,QuantumFourier,High,224,ibm_torino,222,0.814,123.55,Online,0.001178,0.020425,0.946,Heron r1,0.316
20,1879,0.0382,QAOA,Low,299,ibm_fez,32,0.872,41.06,Online,0.001264,0.004673,0.899,Heron r2,0.449
173,1034,0.0116,QAOA,Low,254,ibm_torino,53,0.868,72.03,Online,0.001163,0.020048,0.893,Heron r1,0.814
101,1068,0.0159,VQE,High,353,ibm_brisbane,156,0.78,279.82,Online,0.000675,0.003067,0.85,Eagle r3,0.704
178,199,0.0173,BellState,Low,356,ibm_torino,241,0.784,434.09,Online,0.001253,0.019634,0.928,Heron r1,0.672
49,936,0.0057,VQE,Medium,309,ibm_brisbane,56,0.923,100.67,Online,0.000689,0.003044,0.796,Eagle r3,0.9
157,1322,0.0291,Grover,High,542,ibm_fez,329,0.915,445.56,Online,0.001323,0.004733,0.814,Heron r2,0.512
34,1653,0.0465,VQE,High,584,ibm_pittsburgh,333,0.905,309.31,Online,0.000745,0.004522,0.749,Heron r3,0.257
26,786,0.0317,BellState,High,38,ibm_torino,278,0.946,248.26,Online,0.001164,0.020431,0.771,Heron r1,0.492
124,1487,0.0066,BellState,Medium,287,ibm_fez,230,0.939,237.64,Online,0.001267,0.004722,0.72,Heron r2,0.856
